run_number,framework,scenario,timestamp,metric_name,value,unit
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,next_navigation_time,19,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,next_navigation_js,22.79999999998836,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,prev_navigation_time,9,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,prev_navigation_js,12.899999999965075,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,total_cycle_time,345,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,total_cycle_js_time,345.30000000004657,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,avg_navigation_time,14,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,avg_api_response_time,1.25,ms
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,total_api_requests,5,count
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,total_network_bytes,19742,bytes
4,Angular,detail-navigation-cycle,2025-12-14T00:28:35.663Z,memory_delta,0,bytes
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,initial_detail_load,673,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,next_navigation_time,23,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,next_navigation_js,25.70000000001164,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,prev_navigation_time,11,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,prev_navigation_js,14,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,total_cycle_time,345,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,total_cycle_js_time,346.79999999998836,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,avg_navigation_time,17,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,avg_api_response_time,2,ms
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,total_api_requests,5,count
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,total_network_bytes,19742,bytes
5,Angular,detail-navigation-cycle,2025-12-14T00:28:38.307Z,memory_delta,0,bytes
1,React,initial-page-load,2025-12-14T00:28:40.929Z,fcp,104,ms
1,React,initial-page-load,2025-12-14T00:28:40.929Z,lcp,104,ms
1,React,initial-page-load,2025-12-14T00:28:40.929Z,cls,0,score
1,React,initial-page-load,2025-12-14T00:28:40.929Z,tti,10.5,ms
1,React,initial-page-load,2025-12-14T00:28:40.929Z,tbt,0,ms
1,React,initial-page-load,2025-12-14T00:28:40.929Z,initial_heap_size,10600000,bytes
1,React,initial-page-load,2025-12-14T00:28:40.929Z,initial_used_heap,10000000,bytes
1,React,initial-page-load,2025-12-14T00:28:40.929Z,request_count,54,count
1,React,initial-page-load,2025-12-14T00:28:40.929Z,total_bytes,450978,bytes
1,React,initial-page-load,2025-12-14T00:28:40.929Z,network_duration,403,ms
1,React,initial-page-load,2025-12-14T00:28:40.929Z,largest_request,261746,bytes
1,React,initial-page-load,2025-12-14T00:28:40.929Z,avg_api_response_time,2,ms
1,React,initial-page-load,2025-12-14T00:28:40.929Z,total_navigation_time,904,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,fcp,96,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,lcp,96,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,cls,0,score
2,React,initial-page-load,2025-12-14T00:28:43.551Z,tti,11,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,tbt,0,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,initial_heap_size,10600000,bytes
2,React,initial-page-load,2025-12-14T00:28:43.551Z,initial_used_heap,10000000,bytes
2,React,initial-page-load,2025-12-14T00:28:43.551Z,request_count,54,count
2,React,initial-page-load,2025-12-14T00:28:43.551Z,total_bytes,450978,bytes
2,React,initial-page-load,2025-12-14T00:28:43.551Z,network_duration,399,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,largest_request,261746,bytes
2,React,initial-page-load,2025-12-14T00:28:43.551Z,avg_api_response_time,10,ms
2,React,initial-page-load,2025-12-14T00:28:43.551Z,total_navigation_time,901,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,fcp,108,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,lcp,108,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,cls,0,score
3,React,initial-page-load,2025-12-14T00:28:46.148Z,tti,11,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,tbt,0,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,initial_heap_size,10600000,bytes
3,React,initial-page-load,2025-12-14T00:28:46.148Z,initial_used_heap,10000000,bytes
3,React,initial-page-load,2025-12-14T00:28:46.148Z,request_count,54,count
3,React,initial-page-load,2025-12-14T00:28:46.148Z,total_bytes,450978,bytes
3,React,initial-page-load,2025-12-14T00:28:46.148Z,network_duration,374,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,largest_request,261746,bytes
3,React,initial-page-load,2025-12-14T00:28:46.148Z,avg_api_response_time,2,ms
3,React,initial-page-load,2025-12-14T00:28:46.148Z,total_navigation_time,876,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,fcp,108,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,lcp,108,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,cls,0,score
4,React,initial-page-load,2025-12-14T00:28:48.766Z,tti,11.5,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,tbt,0,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,initial_heap_size,10600000,bytes
4,React,initial-page-load,2025-12-14T00:28:48.766Z,initial_used_heap,10000000,bytes
4,React,initial-page-load,2025-12-14T00:28:48.766Z,request_count,54,count
4,React,initial-page-load,2025-12-14T00:28:48.766Z,total_bytes,450978,bytes
4,React,initial-page-load,2025-12-14T00:28:48.766Z,network_duration,394,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,largest_request,261746,bytes
4,React,initial-page-load,2025-12-14T00:28:48.766Z,avg_api_response_time,23,ms
4,React,initial-page-load,2025-12-14T00:28:48.766Z,total_navigation_time,895,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,fcp,96,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,lcp,96,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,cls,0,score
5,React,initial-page-load,2025-12-14T00:28:51.387Z,tti,10.599999999976717,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,tbt,0,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,initial_heap_size,10600000,bytes
5,React,initial-page-load,2025-12-14T00:28:51.387Z,initial_used_heap,10000000,bytes
5,React,initial-page-load,2025-12-14T00:28:51.387Z,request_count,54,count
5,React,initial-page-load,2025-12-14T00:28:51.387Z,total_bytes,450978,bytes
5,React,initial-page-load,2025-12-14T00:28:51.387Z,network_duration,401,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,largest_request,261746,bytes
5,React,initial-page-load,2025-12-14T00:28:51.387Z,avg_api_response_time,1,ms
5,React,initial-page-load,2025-12-14T00:28:51.387Z,total_navigation_time,904,ms
1,React,filter-application,2025-12-14T00:28:54.608Z,filter_duration,140.79999999998836,ms
1,React,filter-application,2025-12-14T00:28:54.608Z,total_filter_time,132,ms
1,React,filter-application,2025-12-14T00:28:54.608Z,memory_delta,0,bytes
1,React,filter-application,2025-12-14T00:28:54.608Z,filtered_row_count,11,count
1,React,filter-application,2025-12-14T00:28:54.608Z,js_execution_time,140.79999999998836,ms
2,React,filter-application,2025-12-14T00:28:57.470Z,filter_duration,99.39999999996508,ms
2,React,filter-application,2025-12-14T00:28:57.470Z,total_filter_time,98,ms
2,React,filter-application,2025-12-14T00:28:57.470Z,memory_delta,0,bytes
2,React,filter-application,2025-12-14T00:28:57.470Z,filtered_row_count,11,count
2,React,filter-application,2025-12-14T00:28:57.470Z,js_execution_time,99.39999999996508,ms
3,React,filter-application,2025-12-14T00:29:00.287Z,filter_duration,90.69999999995343,ms
3,React,filter-application,2025-12-14T00:29:00.287Z,total_filter_time,90,ms
3,React,filter-application,2025-12-14T00:29:00.287Z,memory_delta,0,bytes
3,React,filter-application,2025-12-14T00:29:00.287Z,filtered_row_count,11,count
3,React,filter-application,2025-12-14T00:29:00.287Z,js_execution_time,90.69999999995343,ms
4,React,filter-application,2025-12-14T00:29:03.085Z,filter_duration,92.40000000002328,ms
4,React,filter-application,2025-12-14T00:29:03.085Z,total_filter_time,92,ms
4,React,filter-application,2025-12-14T00:29:03.085Z,memory_delta,0,bytes
4,React,filter-application,2025-12-14T00:29:03.085Z,filtered_row_count,11,count
4,React,filter-application,2025-12-14T00:29:03.085Z,js_execution_time,92.40000000002328,ms
5,React,filter-application,2025-12-14T00:29:05.921Z,filter_duration,85.5,ms
5,React,filter-application,2025-12-14T00:29:05.921Z,total_filter_time,84,ms
5,React,filter-application,2025-12-14T00:29:05.921Z,memory_delta,0,bytes
5,React,filter-application,2025-12-14T00:29:05.921Z,filtered_row_count,11,count
5,React,filter-application,2025-12-14T00:29:05.921Z,js_execution_time,85.5,ms
1,React,clear-filters,2025-12-14T00:29:09.850Z,clear_duration,355.3999999999651,ms
1,React,clear-filters,2025-12-14T00:29:09.850Z,total_clear_time,334,ms
1,React,clear-filters,2025-12-14T00:29:09.850Z,memory_delta,0,bytes
1,React,clear-filters,2025-12-14T00:29:09.850Z,restored_row_count,50,count
2,React,clear-filters,2025-12-14T00:29:13.543Z,clear_duration,355.20000000001164,ms
2,React,clear-filters,2025-12-14T00:29:13.543Z,total_clear_time,326,ms
2,React,clear-filters,2025-12-14T00:29:13.543Z,memory_delta,0,bytes
2,React,clear-filters,2025-12-14T00:29:13.543Z,restored_row_count,50,count
3,React,clear-filters,2025-12-14T00:29:17.336Z,clear_duration,414.29999999998836,ms
3,React,clear-filters,2025-12-14T00:29:17.336Z,total_clear_time,394,ms
3,React,clear-filters,2025-12-14T00:29:17.336Z,memory_delta,0,bytes
3,React,clear-filters,2025-12-14T00:29:17.336Z,restored_row_count,50,count
4,React,clear-filters,2025-12-14T00:29:21.028Z,clear_duration,319,ms
4,React,clear-filters,2025-12-14T00:29:21.028Z,total_clear_time,300,ms
4,React,clear-filters,2025-12-14T00:29:21.028Z,memory_delta,0,bytes
4,React,clear-filters,2025-12-14T00:29:21.028Z,restored_row_count,50,count
5,React,clear-filters,2025-12-14T00:29:24.767Z,clear_duration,352,ms
5,React,clear-filters,2025-12-14T00:29:24.767Z,total_clear_time,330,ms
5,React,clear-filters,2025-12-14T00:29:24.767Z,memory_delta,0,bytes
5,React,clear-filters,2025-12-14T00:29:24.767Z,restored_row_count,50,count
1,React,expand-collapse-description,2025-12-14T00:29:28.064Z,expand_duration,103.59999999997672,ms
1,React,expand-collapse-description,2025-12-14T00:29:28.064Z,expand_total_time,102,ms
1,React,expand-collapse-description,2025-12-14T00:29:28.064Z,expand_cls_delta,0.000001980251736111111,score
1,React,expand-collapse-description,2025-12-14T00:29:28.064Z,collapse_duration,105,ms
1,React,expand-collapse-description,2025-12-14T00:29:28.064Z,collapse_total_time,103,ms
1,React,expand-collapse-description,2025-12-14T00:29:28.064Z,collapse_cls_delta,0.000001980251736111111,score
2,React,expand-collapse-description,2025-12-14T00:29:31.021Z,expand_duration,104.10000000003492,ms
2,React,expand-collapse-description,2025-12-14T00:29:31.021Z,expand_total_time,103,ms
2,React,expand-collapse-description,2025-12-14T00:29:31.021Z,expand_cls_delta,0.000001980251736111111,score
2,React,expand-collapse-description,2025-12-14T00:29:31.021Z,collapse_duration,104.09999999997672,ms
2,React,expand-collapse-description,2025-12-14T00:29:31.021Z,collapse_total_time,103,ms
2,React,expand-collapse-description,2025-12-14T00:29:31.021Z,collapse_cls_delta,0.000001980251736111111,score
3,React,expand-collapse-description,2025-12-14T00:29:33.999Z,expand_duration,103.70000000001164,ms
3,React,expand-collapse-description,2025-12-14T00:29:33.999Z,expand_total_time,102,ms
3,React,expand-collapse-description,2025-12-14T00:29:33.999Z,expand_cls_delta,0.000001980251736111111,score
3,React,expand-collapse-description,2025-12-14T00:29:33.999Z,collapse_duration,103.80000000004657,ms
3,React,expand-collapse-description,2025-12-14T00:29:33.999Z,collapse_total_time,102,ms
3,React,expand-collapse-description,2025-12-14T00:29:33.999Z,collapse_cls_delta,0.000001980251736111111,score
4,React,expand-collapse-description,2025-12-14T00:29:36.996Z,expand_duration,104.10000000003492,ms
4,React,expand-collapse-description,2025-12-14T00:29:36.996Z,expand_total_time,103,ms
4,React,expand-collapse-description,2025-12-14T00:29:36.996Z,expand_cls_delta,0.000001980251736111111,score
4,React,expand-collapse-description,2025-12-14T00:29:36.996Z,collapse_duration,104,ms
4,React,expand-collapse-description,2025-12-14T00:29:36.996Z,collapse_total_time,102,ms
4,React,expand-collapse-description,2025-12-14T00:29:36.996Z,collapse_cls_delta,0.000001980251736111111,score
5,React,expand-collapse-description,2025-12-14T00:29:39.963Z,expand_duration,107.19999999995343,ms
5,React,expand-collapse-description,2025-12-14T00:29:39.963Z,expand_total_time,104,ms
5,React,expand-collapse-description,2025-12-14T00:29:39.963Z,expand_cls_delta,0.000001980251736111111,score
5,React,expand-collapse-description,2025-12-14T00:29:39.963Z,collapse_duration,104.89999999996508,ms
5,React,expand-collapse-description,2025-12-14T00:29:39.963Z,collapse_total_time,104,ms
5,React,expand-collapse-description,2025-12-14T00:29:39.963Z,collapse_cls_delta,0.000001980251736111111,score
1,React,navigate-to-detail,2025-12-14T00:29:43.711Z,total_navigation_time,171,ms
1,React,navigate-to-detail,2025-12-14T00:29:43.711Z,detail_lcp,100,ms
1,React,navigate-to-detail,2025-12-14T00:29:43.711Z,detail_cls,0,score
1,React,navigate-to-detail,2025-12-14T00:29:43.711Z,memory_delta,0,bytes
1,React,navigate-to-detail,2025-12-14T00:29:43.711Z,detail_request_count,3,count
1,React,navigate-to-detail,2025-12-14T00:29:43.711Z,detail_total_bytes,23534,bytes
2,React,navigate-to-detail,2025-12-14T00:29:47.152Z,total_navigation_time,177,ms
2,React,navigate-to-detail,2025-12-14T00:29:47.152Z,detail_lcp,100,ms
2,React,navigate-to-detail,2025-12-14T00:29:47.152Z,detail_cls,0,score
2,React,navigate-to-detail,2025-12-14T00:29:47.152Z,memory_delta,0,bytes
2,React,navigate-to-detail,2025-12-14T00:29:47.152Z,detail_request_count,3,count
2,React,navigate-to-detail,2025-12-14T00:29:47.152Z,detail_total_bytes,23534,bytes
3,React,navigate-to-detail,2025-12-14T00:29:50.658Z,total_navigation_time,181,ms
3,React,navigate-to-detail,2025-12-14T00:29:50.658Z,detail_lcp,136,ms
3,React,navigate-to-detail,2025-12-14T00:29:50.658Z,detail_cls,0,score
3,React,navigate-to-detail,2025-12-14T00:29:50.658Z,memory_delta,0,bytes
3,React,navigate-to-detail,2025-12-14T00:29:50.658Z,detail_request_count,3,count
3,React,navigate-to-detail,2025-12-14T00:29:50.658Z,detail_total_bytes,23534,bytes
4,React,navigate-to-detail,2025-12-14T00:29:54.103Z,total_navigation_time,169,ms
4,React,navigate-to-detail,2025-12-14T00:29:54.103Z,detail_lcp,92,ms
4,React,navigate-to-detail,2025-12-14T00:29:54.103Z,detail_cls,0,score
4,React,navigate-to-detail,2025-12-14T00:29:54.103Z,memory_delta,0,bytes
4,React,navigate-to-detail,2025-12-14T00:29:54.103Z,detail_request_count,3,count
4,React,navigate-to-detail,2025-12-14T00:29:54.103Z,detail_total_bytes,23534,bytes
5,React,navigate-to-detail,2025-12-14T00:29:57.504Z,total_navigation_time,164,ms
5,React,navigate-to-detail,2025-12-14T00:29:57.504Z,detail_lcp,88,ms
5,React,navigate-to-detail,2025-12-14T00:29:57.504Z,detail_cls,0,score
5,React,navigate-to-detail,2025-12-14T00:29:57.504Z,memory_delta,0,bytes
5,React,navigate-to-detail,2025-12-14T00:29:57.504Z,detail_request_count,3,count
5,React,navigate-to-detail,2025-12-14T00:29:57.504Z,detail_total_bytes,23534,bytes
1,React,navigate-back-to-list,2025-12-14T00:30:01.898Z,total_back_navigation_time,199,ms
1,React,navigate-back-to-list,2025-12-14T00:30:01.898Z,rendered_row_count,50,count
1,React,navigate-back-to-list,2025-12-14T00:30:01.898Z,memory_delta,0,bytes
2,React,navigate-back-to-list,2025-12-14T00:30:05.982Z,total_back_navigation_time,197,ms
2,React,navigate-back-to-list,2025-12-14T00:30:05.982Z,rendered_row_count,50,count
2,React,navigate-back-to-list,2025-12-14T00:30:05.982Z,memory_delta,0,bytes
3,React,navigate-back-to-list,2025-12-14T00:30:10.035Z,total_back_navigation_time,190,ms
3,React,navigate-back-to-list,2025-12-14T00:30:10.035Z,rendered_row_count,50,count
3,React,navigate-back-to-list,2025-12-14T00:30:10.035Z,memory_delta,0,bytes
4,React,navigate-back-to-list,2025-12-14T00:30:14.082Z,total_back_navigation_time,181,ms
4,React,navigate-back-to-list,2025-12-14T00:30:14.082Z,rendered_row_count,50,count
4,React,navigate-back-to-list,2025-12-14T00:30:14.082Z,memory_delta,0,bytes
5,React,navigate-back-to-list,2025-12-14T00:30:18.143Z,total_back_navigation_time,206,ms
5,React,navigate-back-to-list,2025-12-14T00:30:18.143Z,rendered_row_count,50,count
5,React,navigate-back-to-list,2025-12-14T00:30:18.143Z,memory_delta,0,bytes
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_1_next,296,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_1_next_js,322.5999999999767,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_2_next,279,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_2_next_js,370.20000000001164,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_3_previous,310,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_3_previous_js,339.30000000004657,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_4_previous,341,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,page_transition_4_previous_js,359.5,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,total_cycle_time,1571,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,total_cycle_js_time,1590.2999999999884,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,avg_page_transition,306.5,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,min_page_transition,279,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,max_page_transition,341,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,avg_api_response_time,28,ms
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,total_api_requests,4,count
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,total_network_bytes,277755,bytes
1,React,pagination-cycle,2025-12-14T00:30:22.901Z,memory_delta,0,bytes
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_1_next,314,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_1_next_js,341.9000000000233,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_2_next,272,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_2_next_js,273.1000000000349,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_3_previous,330,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_3_previous_js,415.29999999998836,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_4_previous,308,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,page_transition_4_previous_js,334.4000000000233,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,total_cycle_time,1596,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,total_cycle_js_time,1599.7000000000116,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,avg_page_transition,306,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,min_page_transition,272,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,max_page_transition,330,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,avg_api_response_time,31.75,ms
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,total_api_requests,4,count
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,total_network_bytes,277755,bytes
2,React,pagination-cycle,2025-12-14T00:30:27.313Z,memory_delta,0,bytes
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_1_next,287,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_1_next_js,313.5,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_2_next,316,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_2_next_js,350.4000000000233,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_3_previous,306,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_3_previous_js,328.5,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_4_previous,295,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,page_transition_4_previous_js,314,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,total_cycle_time,1527,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,total_cycle_js_time,1560.5,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,avg_page_transition,301,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,min_page_transition,287,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,max_page_transition,316,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,avg_api_response_time,28.5,ms
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,total_api_requests,4,count
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,total_network_bytes,277755,bytes
3,React,pagination-cycle,2025-12-14T00:30:31.676Z,memory_delta,0,bytes
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_1_next,319,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_1_next_js,360.30000000004657,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_2_next,210,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_2_next_js,296.20000000001164,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_3_previous,309,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_3_previous_js,335.1000000000349,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_4_previous,298,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,page_transition_4_previous_js,333.9000000000233,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,total_cycle_time,1584,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,total_cycle_js_time,1615.600000000035,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,avg_page_transition,284,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,min_page_transition,210,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,max_page_transition,319,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,avg_api_response_time,33,ms
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,total_api_requests,4,count
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,total_network_bytes,277755,bytes
4,React,pagination-cycle,2025-12-14T00:30:36.137Z,memory_delta,0,bytes
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_1_next,286,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_1_next_js,324.79999999998836,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_2_next,193,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_2_next_js,275.4000000000233,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_3_previous,249,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_3_previous_js,329.20000000001164,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_4_previous,345,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,page_transition_4_previous_js,365.70000000001164,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,total_cycle_time,1557,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,total_cycle_js_time,1577.2000000000116,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,avg_page_transition,268.25,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,min_page_transition,193,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,max_page_transition,345,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,avg_api_response_time,30.25,ms
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,total_api_requests,4,count
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,total_network_bytes,277755,bytes
5,React,pagination-cycle,2025-12-14T00:30:40.534Z,memory_delta,0,bytes
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,initial_detail_load,665,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,next_navigation_time,20,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,next_navigation_js,23.100000000034925,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,prev_navigation_time,24,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,prev_navigation_js,27.100000000034925,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,total_cycle_time,359,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,total_cycle_js_time,360,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,avg_navigation_time,22,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,avg_api_response_time,2,ms
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,total_api_requests,5,count
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,total_network_bytes,19742,bytes
1,React,detail-navigation-cycle,2025-12-14T00:30:43.439Z,memory_delta,0,bytes
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,initial_detail_load,680,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,next_navigation_time,12,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,next_navigation_js,14.299999999988358,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,prev_navigation_time,10,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,prev_navigation_js,13,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,total_cycle_time,336,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,total_cycle_js_time,336.5,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,avg_navigation_time,11,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,avg_api_response_time,1.5,ms
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,total_api_requests,5,count
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,total_network_bytes,19742,bytes
2,React,detail-navigation-cycle,2025-12-14T00:30:46.073Z,memory_delta,0,bytes
3,React,detail-navigation-cycle,2025-12-14T00:30:48.707Z,initial_detail_load,670,ms
3,React,detail-navigation-cycle,2025-12-14T00:30:48.707Z,next_navigation_time,14,ms
3,React,detail-navigation-cycle,2025-12-14T00:30:48.707Z,next_navigation_js,17.100000000034925,ms
3,React,detail-navigation-cycle,2025-12-14T00:30:48.707Z,prev_navigation_time,9,ms
3,React,detail-navigation-cycle,2025-12-14T00:30:48.707Z,prev_navigation_js,11.299999999988358,ms
